Western Carolina,-7.91,35.303752,-83.18234,,,,,,,,,,,,,,,,,,
Western Illinois,-12.97,40.471589,-90.685201,,,,,,,,,,,,,,,,,,
Western Kentucky,3.73,36.98583,-86.4575,,,,,,,,,,,,,,,,,,
Western Michigan,-4.62,42.283372,-85.60845,,,,,,,,,,,,,,,,,,
Wichita St.,9.59,37.72167,-97.2975,,,,,,,,,,,,,,,,,,
William & Mary,-6.76,37.273472,-76.719625,,,,,,,,,,,,,,,,,,
Winthrop,-3.41,34.9479111,-81.0149722,,,,,,,,,,,,,,,,,,
Wisconsin,24.03,43.06942,-89.396972,,,,,,,,,,,,,,,,,,
Wofford,-2.29,34.963427,-81.93363,,,,,,,,,,,,,,,,,,
Wright St.,-2.46,39.78194,-84.0525,,,,,,,,,,,,,,,,,,
Wyoming,2.98,41.3133444,-105.5694194,,,,,,,,,,,,,,,,,,
Xavier,19.24,39.150148,-84.471881,,,,,,,,,,,,,,,,,,
Yale,-0.05,41.31361,-72.93056,,,,,,,,,,,,,,,,,,
Youngstown St.,-7.8,41.10806,-80.64889,,,,,,,,,,,,,,,,,,
